home_team_per_game_got_score,home_team_per_game_lost_score,home_team_per_home_game_got_score,home_team_per_home_game_lost_score,home_team_last_win_number_of_the_last_10_game,home_team_rest_time_in_days,home_team_ranking_of_all_the_teams,home_team_home_win_rate,home_team_win_rate,away_team_per_game_got_score,away_team_per_game_lost_score,away_team_per_away_game_got_score,away_team_per_away_game_lost_score,away_team_last_win_number_of_the_last_10_game,away_team_rest_time_in_days,away_team_ranking_of_all_the_teams,away_team_away_win_rate,away_team_win_rate,how_long_after_season_begin,home_win_or_lose
1.04375,1.02125,1.0333333333333332,0.96,0.5,0.40773809523809523,9,0.6666666666666666,0.625,1.04875,1.0725,1.1533333333333333,1.1066666666666667,0.4,0.2857142857142857,18,0.6666666666666666,0.5,0.1601808176100629,1
1.015,1.05125,1.05,1.062,0.3,0.28273809523809523,24,0.4,0.375,1.07375,1.16625,1.0975,1.185,0.4,0.2886904761904762,17,0.5,0.5,0.16027908805031446,1
1.0075,1.09,1.03,1.11,0.1,0.2886904761904762,28,0.0,0.125,1.06,1.034,1.08,1.042857142857143,0.6,0.28273809523809523,11,0.7142857142857143,0.6,0.16027908805031446,0
0.97375,1.005,1.0,1.0266666666666666,0.4,0.14583333333333331,17,0.6666666666666666,0.5,1.0575,1.03875,0.96,1.0133333333333332,0.5,0.29464285714285715,10,0.3333333333333333,0.625,0.1604756289308176,1
0.9822222222222223,1.0833333333333333,1.03,1.0979999999999999,0.1,0.27380952380952384,30,0.2,0.1111111111111111,1.07125,1.09,1.0425,1.06,0.3,0.2886904761904762,25,0.5,0.375,0.1604756289308176,0
0.97875,0.94375,1.028,0.912,0.5,0.2857142857142857,9,1.0,0.625,1.092857142857143,1.0257142857142858,1.04,1.048,0.4,0.2857142857142857,12,0.4,0.5714285714285714,0.1605738993710692,0
1.07125,1.0525,1.0966666666666667,0.9966666666666667,0.4,0.2857142857142857,18,0.6666666666666666,0.5,1.0485714285714287,1.0657142857142856,1.09,1.16,0.3,0.29464285714285715,23,0.0,0.42857142857142855,0.1605738993710692,1
1.0725,0.97125,1.11,1.005,0.5,0.4375,10,0.75,0.625,1.03,0.9566666666666667,0.9825,0.9325,0.6,0.2976190476190476,6,0.75,0.6666666666666666,0.16067216981132076,0
1.0422222222222224,1.0888888888888888,1.025,1.0683333333333334,0.3,0.14285714285714285,26,0.3333333333333333,0.3333333333333333,1.14625,1.1875,1.1266666666666667,1.24,0.3,0.44642857142857145,24,0.0,0.375,0.1608687106918239,1
1.09,1.0014285714285713,1.102,1.012,0.5,0.3869047619047619,1,0.6,0.7142857142857143,1.00375,0.9625,0.96,0.965,0.5,0.4017857142857143,8,0.5,0.625,0.16420990566037735,0
1.0444444444444445,1.0144444444444445,1.0375,0.96,0.6,0.14285714285714285,4,0.75,0.6666666666666666,0.93125,1.055,0.912,1.03,0.1,0.4255952380952381,28,0.2,0.125,0.16489779874213836,1
0.9214285714285714,0.9857142857142857,0.79,0.9133333333333333,0.2,0.1488095238095238,27,0.3333333333333333,0.2857142857142857,1.0622222222222222,1.0733333333333333,1.032,1.036,0.4,0.13988095238095238,22,0.6,0.4444444444444444,0.1650943396226415,0
1.1011111111111112,1.1211111111111112,1.0866666666666667,1.1433333333333333,0.6,0.42857142857142855,5,0.6666666666666666,0.6666666666666666,0.978,1.074,0.9225,1.065,0.1,0.13988095238095238,30,0.0,0.1,0.1650943396226415,1
1.0577777777777777,1.04,1.06,0.9825,0.5,0.14285714285714285,15,0.75,0.5555555555555556,1.179,1.097,1.23,1.078,0.7,0.29166666666666663,1,0.8,0.7,0.16529088050314467,0
1.062,1.1159999999999999,1.032,1.126,0.4,0.27380952380952384,23,0.4,0.4,1.011111111111111,1.1011111111111112,1.0,1.0833333333333333,0.1,0.2708333333333333,28,0.16666666666666666,0.1111111111111111,0.16922169811320756,0
1.08375,1.0175,1.0916666666666668,1.0316666666666667,0.5,0.15476190476190474,9,0.5,0.625,1.035,1.05125,1.015,1.055,0.3,0.2648809523809524,24,0.0,0.375,0.16931996855345913,0
1.1133333333333333,1.0655555555555556,1.095,1.055,0.6,0.29166666666666663,6,0.75,0.6666666666666666,1.028,0.955,0.988,0.934,0.7,0.2767857142857143,4,0.8,0.7,0.16981132075471697,0
1.0925,1.0225,1.225,0.97,0.5,0.27976190476190477,7,1.0,0.625,1.1322222222222222,1.1,1.092,1.024,0.5,0.29166666666666663,13,0.6,0.5555555555555556,0.16981132075471697,0
1.0718181818181818,1.0345454545454544,1.0133333333333332,1.0133333333333332,0.6,0.29464285714285715,6,0.3333333333333333,0.6363636363636364,0.9811111111111112,0.96,0.8966666666666667,0.9966666666666667,0.5,0.2857142857142857,10,0.0,0.5555555555555556,0.17000786163522014,1
0.9855555555555555,1.0055555555555555,1.02,1.0225,0.5,0.2886904761904762,11,0.75,0.5555555555555556,1.0733333333333333,1.17,1.092,1.188,0.4,0.29464285714285715,20,0.4,0.4444444444444444,0.17000786163522014,1
1.0355555555555556,1.0533333333333332,1.075,1.0633333333333332,0.4,0.2976190476190476,21,0.5,0.4444444444444444,1.1133333333333333,1.0922222222222222,1.136,1.122,0.5,0.3005952380952381,16,0.4,0.5555555555555556,0.1701061320754717,1
1.103,1.1079999999999999,1.095,1.105,0.7,0.15476190476190474,4,0.75,0.7,1.0522222222222224,1.0433333333333332,0.9725,1.03,0.5,0.29464285714285715,12,0.25,0.5555555555555556,0.17020440251572327,1
1.0766666666666667,1.011111111111111,1.036,1.026,0.5,0.43154761904761907,13,0.6,0.5555555555555556,1.0577777777777777,0.9755555555555556,1.035,0.9375,0.5,0.29464285714285715,14,0.5,0.5555555555555556,0.1704009433962264,1
1.062,1.092,1.0557142857142856,1.0757142857142856,0.4,0.29166666666666663,24,0.42857142857142855,0.4,1.0177777777777777,0.9711111111111111,1.0166666666666666,0.99,0.6,0.19047619047619047,5,0.6666666666666666,0.6666666666666666,0.17049921383647798,1
1.0270000000000001,1.1059999999999999,1.0333333333333332,1.1366666666666667,0.2,0.16964285714285715,28,0.0,0.2,1.029090909090909,0.9481818181818181,0.9966666666666667,0.925,0.8,0.15178571428571427,3,0.8333333333333334,0.7272727272727273,0.17482311320754718,0
1.061,1.165,1.05,1.1475,0.4,0.15476190476190474,24,0.5,0.4,1.1433333333333333,1.1933333333333334,1.125,1.24,0.3,0.43154761904761907,26,0.0,0.3333333333333333,0.17511792452830188,0
1.1872727272727273,1.0954545454545455,1.128,1.1159999999999999,0.8,0.30654761904761907,2,0.6,0.7272727272727273,1.0355555555555556,1.0466666666666666,1.0233333333333332,1.04,0.4,0.18452380952380953,23,0.3333333333333333,0.4444444444444444,0.17541273584905662,1
1.07,1.1209090909090909,1.0516666666666667,1.1333333333333333,0.3,0.3095238095238095,26,0.3333333333333333,0.36363636363636365,1.0388888888888888,1.07,1.105,1.0925,0.4,0.5833333333333333,22,0.5,0.4444444444444444,0.17944182389937108,1
1.126,1.0859999999999999,1.1825,1.195,0.6,0.29166666666666663,8,0.5,0.6,0.979090909090909,1.0781818181818181,0.9359999999999999,1.0759999999999998,0.1,0.4345238095238095,30,0.0,0.09090909090909091,0.17944182389937108,0
1.103,1.091,1.085,1.055,0.5,0.28273809523809523,19,0.75,0.5,1.052,1.056,1.02,1.0133333333333332,0.5,0.4345238095238095,20,0.6666666666666666,0.5,0.17944182389937108,0
1.0777777777777777,1.0277777777777777,1.1366666666666667,1.0033333333333332,0.5,0.29464285714285715,11,0.6666666666666666,0.5555555555555556,0.91875,0.9825,1.02,1.04,0.2,0.4375,27,0.25,0.25,0.17954009433962265,1
1.04,1.0490000000000002,1.0757142857142856,1.0557142857142856,0.5,0.2857142857142857,19,0.5714285714285714,0.5,1.041,1.051,0.966,1.048,0.5,0.28273809523809523,16,0.2,0.5,0.17954009433962265,1
0.9990000000000001,1.0,1.04,1.008,0.6,0.29464285714285715,8,0.8,0.6,1.0755555555555556,1.02,1.06,0.975,0.5,0.3154761904761905,12,1.0,0.5555555555555556,0.17973663522012578,1
0.993,1.001,1.0233333333333332,0.9416666666666668,0.5,0.2976190476190476,15,0.8333333333333334,0.5,1.074,1.075,1.0633333333333332,1.0816666666666668,0.6,0.5952380952380952,9,0.6666666666666666,0.6,0.17983490566037735,0
1.06,1.063,1.064,1.04,0.5,0.4404761904761905,15,0.6,0.5,1.127,1.166,1.0959999999999999,1.176,0.4,0.14285714285714285,24,0.2,0.4,0.17983490566037735,1
1.072,1.0090000000000001,1.035,1.02,0.6,0.29166666666666663,10,0.6666666666666666,0.6,1.018,0.981,1.0175,1.01,0.6,0.2886904761904762,8,0.5,0.6,0.1800314465408805,0
0.9377777777777777,1.0577777777777777,0.9633333333333333,1.0966666666666667,0.1,0.45833333333333337,30,0.0,0.1111111111111111,1.051,0.981,1.026,0.956,0.5,0.29166666666666663,17,0.4,0.5,0.1800314465408805,1
1.09,1.063,1.052,1.052,0.6,0.4345238095238095,10,0.6,0.6,1.0527272727272727,1.0563636363636364,0.9566666666666667,1.0333333333333332,0.6,0.13988095238095238,14,0.3333333333333333,0.5454545454545454,0.18415880503144655,1
1.048,1.012,1.046,0.966,0.7,0.5833333333333333,4,0.8,0.7,1.1045454545454545,1.0981818181818181,1.115,1.115,0.4,0.14285714285714285,21,0.3333333333333333,0.45454545454545453,0.18415880503144655,1
1.035,0.9583333333333333,1.068,0.976,0.9,0.2886904761904762,2,0.6,0.75,1.0627272727272727,1.0854545454545454,1.0766666666666667,1.13,0.5,0.41964285714285715,20,0.3333333333333333,0.45454545454545453,0.1843553459119497,1
1.048181818181818,1.1481818181818182,1.024,1.114,0.4,0.2857142857142857,25,0.4,0.36363636363636365,1.012,1.0390000000000001,0.9675,1.0225,0.4,0.2767857142857143,24,0.25,0.4,0.18455188679245282,0
1.1691666666666667,1.0708333333333333,1.1016666666666668,1.0633333333333332,0.8,0.2857142857142857,2,0.6666666666666666,0.75,1.1045454545454545,1.0927272727272728,1.1083333333333334,1.11,0.8,0.44345238095238093,4,0.6666666666666666,0.7272727272727273,0.18484669811320756,1
1.1136363636363635,1.09,1.1440000000000001,1.182,0.5,0.2857142857142857,11,0.4,0.5454545454545454,1.0541666666666667,1.0841666666666667,1.0475,1.115,0.5,0.13690476190476192,22,0.25,0.4166666666666667,0.18887578616352202,1
1.089,1.0390000000000001,1.15,1.0375,0.6,0.2857142857142857,10,0.75,0.6,1.0627272727272727,1.0618181818181818,1.0414285714285714,1.0285714285714287,0.6,0.2886904761904762,14,0.7142857142857143,0.5454545454545454,0.1889740566037736,1
1.0966666666666667,1.04,1.1025,1.035,0.7,0.5773809523809524,4,0.5,0.6666666666666666,1.0841666666666667,1.1266666666666667,1.092,1.1059999999999999,0.3,0.29166666666666663,21,0.4,0.4166666666666667,0.18907232704402516,1
0.938,1.038,0.9575,1.0375,0.2,0.2857142857142857,28,0.25,0.2,1.070909090909091,1.0654545454545454,1.06,1.0657142857142856,0.7,0.29166666666666663,9,0.7142857142857143,0.6363636363636364,0.18946540880503146,1
1.0654545454545454,1.060909090909091,1.0733333333333333,1.04,0.6,0.29464285714285715,12,0.6666666666666666,0.5454545454545454,1.0336363636363637,0.9772727272727273,0.9983333333333333,0.9533333333333333,0.4,0.2886904761904762,19,0.3333333333333333,0.45454545454545453,0.18956367924528303,1
1.0563636363636364,1.008181818181818,1.0616666666666668,0.9666666666666667,0.7,0.2857142857142857,3,0.8333333333333334,0.7272727272727273,1.030909090909091,1.1054545454545455,1.0242857142857142,1.092857142857143,0.1,0.5684523809523809,29,0.2857142857142857,0.18181818181818182,0.1935927672955975,1
1.0376923076923077,0.9584615384615384,1.0683333333333334,0.9733333333333333,1.0,0.28273809523809523,2,0.6666666666666666,0.7692307692307693,1.049090909090909,1.0627272727272727,0.9933333333333333,1.07,0.5,0.42857142857142855,18,0.16666666666666666,0.45454545454545453,0.19369103773584906,1
0.9433333333333332,1.0055555555555555,0.8175,0.925,0.2,0.43154761904761907,28,0.25,0.2222222222222222,1.0933333333333333,1.1016666666666668,1.0942857142857143,1.1185714285714285,0.4,0.29166666666666663,21,0.2857142857142857,0.4166666666666667,0.19378930817610063,0
